,,,,,f,f,f,i,,,,,,,,,,,,,,,,,,,,s,s,s,,,,,,,f,w,,f,,,,,,i,i,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,f,f,f,f,,,,,,,,i,i,,,,,,,,s,,,,,,,,,,f,f,w,w,,,f,f,,,s,i,i,,,,,,,,,,,,w,,f,,,,,,,,,,,,,,
,,,,,,,,,,,,s,,,,s,s,,,,s,,,,,,,,,,,,,,,f,f,w,,f,f,,,,s,s,,,,,,,,,,,,,w,,f,,,,,,,,,,,,,,
,10x10,,interceptor,,,,,,,,,10x10,,gelidchamber,,,,,,,,,10x10,,twinpeaks,,,,,,,,,10x10,,flowingforest,,,,,,,,,10x10,,twinglaciers,,,,,,,,,10x10,,sunandmoon,,,,,,,,,10x10,,frown,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,,,,,s,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,,,,,,,
,,,,,,,,,,,,,,s,,,s,,,,,,,,,,,,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,s,,,,,,,,,,,,,
,,,,,,,,,,,,,s,s,,,s,s,s,,,,,,w,a,w,,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,s,,,,,,a,,,,,s,s,s,,,,,,,,,,,,,,,bt,,,,bt,,,,,s,st,,,,,,,s,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,s,s,,,,,w,,,,,,,s,,,,,,,,,,,,,,,bt,,b,,bt,,,,,,,,,s,s,,b,s,,,,,,,,,,,
,,,,,,,,,,,,,s,s,,,,,,,,,s,,,,,,,f,,,,,,,,,,,,,,,,,bt,,,,bt,,,,,,,,,,l,,,b,,,,,,,,,,,
,,,,,,,,,,,,,,s,,,,,,,,,s,s,s,,,,,a,,,,,,,,,,,,,,,,,bt,,,,,,,,,,bt,bt,,,s,,,b,,,,,,,,,,,
,,,,,,,,,,,,,,s,s,s,,,s,s,,,s,s,s,s,,f,a,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,,st,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,s,,,s,,,,s,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,s,s,s,s,s,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,l,,,,,,,,,,
,10x10,,swamp,,,,,,,,,10x10,,squiggle,,,,,,,,,10x10,,duel,,,,,,,,,10x10,,trenches,,,,,,,,,10x10,,lol,,,,,,,,,10x10,,collapsedtemple,,,,,,,,,10x10,,zoom,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11x11,,hiddenlake,,,,,,,,,,11x11,,pullars,,,,,,,,,,11x11,,bridge,,,,,,,,,,11x11,,icestorm,,,,,,,,,,11x11,,raincloud,,,,,,,,,,11x11,,colosseum,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,s,s,f,st,f,s,s,b,b,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,s,s,f,f,s,f,f,s,s,b,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,f,f,w,l,w,f,f,s,s,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,f,f,w,w,a,w,w,f,f,s,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,w,w,b,a,b,w,w,f,f,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,st,s,l,a,a,i,a,a,l,s,st,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,w,w,b,a,b,w,w,f,f,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,f,f,w,w,a,w,w,f,f,s,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,s,f,f,w,l,w,f,f,s,s,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,s,s,f,f,s,f,f,s,s,b,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,s,s,f,st,f,s,s,b,b,,,,
,11x11,,islands,,,,,,,,,,11x11,,fusioncore,,,,,,,,,,11x11,,junction,,,,,,,,,,11x11,,marsh,,,,,,,,,,11x11,,hallways,,,,,,,,,,11x11,,madhouse,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,s,,,,,,,,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,s,,,,,,,,s,s,,,,s,s,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,i,,,,,,i,,,,,,s,s,s,,,b,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,,f,f,,,,,,,
,,,,s,s,,s,s,,,,,,,b,s,,,,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,bt,f,bt,bt,f,,,,,,
,,i,,s,s,,s,s,,i,,,,,,,,,,,s,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,bt,f,bt,bt,f,,,,,,
,i,,,s,s,,s,s,,,i,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,bt,f,f,,,,,,,
,,i,,s,s,,s,s,,i,,,,b,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,bt,f,bt,bt,f,,,,,,
,,,,,,i,,,,,,,,s,s,s,,,,s,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,bt,f,bt,bt,f,,,,,,
,s,,,s,s,s,s,s,,,s,,,s,s,b,,,s,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,,f,f,,,,,,,
,s,,,s,s,s,s,s,,,s,,,,,,,,b,s,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,,,,,i,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11x11,,snowyvillage,,,,,,,,,,11x11,,fortress,,,,,,,,,,11x11,,lavaflows,,,,,,,,,,11x11,,frigidflowers,,,,,,,,,,11x11,,highlands,,,,,,,,,,11x11,,petals,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,s,s,,b,,s,s,,s,,a,b,b,b,b,b,b,b,b,b,a,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,bt,bt,,,,,,,,,,,,,,,,,,,,f,f,,,,f,f,,,,,a,b,b,b,b,b,b,b,a,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,bt,,bt,f,f,,,,,,,,,,,,,,,s,f,,,,w,,,,f,s,,,w,a,a,b,b,b,a,a,,w,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,bt,,,bt,,bt,f,,,,,,,,,,,,,,,s,f,,w,w,,w,w,,f,s,,w,,,,a,a,a,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bt,,bt,bt,bt,,bt,,,,,,,,,,,,,,,,,,,w,,,,w,,,,,,,w,,,,w,,,w,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f,bt,,,bt,bt,,,,,,,,,,,,,,,,,b,,w,,,b,,,w,,b,,,w,,,,w,,,w,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,f,bt,bt,f,f,f,,,,,,,,,,,,,,,,,,,w,,,,w,,,,,,,,w,,,,,,,w,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,f,f,,,f,f,f,f,,,,,,,,,,,,,,,,s,f,,w,w,,w,w,,f,s,,,,w,,,,w,,,w,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,f,,,,,,,,,,,,,,,,,s,f,,,,w,,,,f,s,,w,,,,,w,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,f,f,,,,f,f,,,,,,w,w,w,w,w,w,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,s,s,,b,,s,s,,s,,w,w,w,w,w,w,w,w,w,w,w,,,,
,11x11,,electriccircuit,,,,,,,,,,11x11,,sunsets,,,,,,,,,,11x11,,rose,,,,,,,,,,11x11,,cave,,,,,,,,,,11x11,,royalgarden,,,,,,,,,,11x11,,rainstorm,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,w,w,,f,,,,,,b,,,,b,b,b,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,w,,f,f,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,w,,f,,,,,,,bt,,,,,,bt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,f,f,f,,w,,f,,,w,,,,,bt,,,,bt,,,,,,,,,,,,,,,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f,f,,,f,w,f,,,w,w,,b,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,w,w,w,,w,w,w,,,,b,b,,,,bt,,,,b,b,,,,,,,,,,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,w,w,,,f,w,f,,,f,f,,b,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,w,,,f,,w,,f,f,f,,,,,,bt,,,,bt,,,,,,,,,,,,,,,,,, ,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,f,,w,,,,,,,,,bt,,,,,,bt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,f,f,,w,,,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,f,,w,w,,,,,b,,,,b,b,b,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11x11,,junglemaelstrom,,,,,,,,,,11x11,,clover,,,,,,,,,,11x11,,zonestelu,,,,,,,,,,11x11,,tictactoe,,,,,,,,,,11x11,,datdoiboimap,,,,,,,,,,11x11,,datjoiboimap,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,st,st,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,s,s,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,s,s,,,,,,,,,,,,,,,,,,,,w,w,s,s,s,,,s,s,s,w,w,,,,s,,,l,l,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,a,a,,,,,,,,,,,,,,,,,,,,w,w,s,,,,,,,s,w,w,,,,,s,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,a,a,,,,,,,,,,,,,,,,,,,,w,w,s,,,,,,,s,w,w,,,,,,s,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,st,s,s,a,a,s,s,a,a,s,s,st,,,,,,,,,,,,,,,,,,,,s,s,,,,,,,,,l,,,a,a,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,
,st,s,s,a,a,s,s,a,a,s,s,st,,,,,,,,,,,,,,,,,,,,s,s,,,,,,,,,l,,,a,a,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,a,a,,,,,,,,,,,,,,,,,,,,w,w,s,,,,,,,s,w,w,,,,,,s,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,a,a,,,,,,,,,,,,,,,,,,,,w,w,s,,,,,,,s,w,w,,,,,s,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,s,s,,,,,,,,,,,,,,,,,,,,w,w,s,s,s,,,s,s,s,w,w,,,,s,,,l,l,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,s,s,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,st,st,,,,,,,,,,,,,,,,,,,,w,w,w,w,w,,,w,w,w,w,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12x12,,celticcross,,,,,,,,,,,12x12,,windcastle,,,,,,,,,,,12x12,,moat,,,,,,,,,,,12x12,,steamchamber,,,,,,,,,,,12x12,,shatteredwind,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,st,,,a,,,a,,,st,,,s,s,s,s,s,st,st,st,s,s,s,s,,,,,w,w,s,w,,w,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,st,,,a,,,a,,,st,,,st,st,s,s,s,st,st,,s,s,s,s,,,,,,w,w,w,w,,w,w,,,,,,,,,,,,,,,,,,,,,,,,,
,,,st,st,a,bt,bt,a,st,st,,,,,st,,,a,,,a,,,st,,,st,st,,,s,,,,s,,st,st,,,,b,,,w,w,w,w,b,w,,,,,s,b,b,b,s,,,s,,,,,,,,,,,,,
,,,st,st,a,bt,bt,a,st,st,,,,,st,,,a,,,a,,,st,,,st,,,,,,,,,,st,st,,f,,,b,,,,w,b,w,w,w,,,,,,,,,,,b,,,,,,,,,,,,,
,,,a,a,,,,,a,a,,,,,st,,,a,,,a,,,st,,,s,,,,,,,,,,,st,,f,f,,,i,,,i,w,s,w,w,,,,,,bt,bt,,bt,,b,,,,,,,,,,,,,
,,,bt,bt,,,,,bt,bt,,,,,st,,,a,,,a,,,st,,,s,s,s,,,,,,,,s,s,,f,s,f,,,,,,,w,w,w,,,,s,,,,,bt,,b,,,,,,,,,,,,,
,,,bt,bt,,,,,bt,bt,,,,,st,,,a,,,a,,,st,,,s,s,,,,,,,,s,s,s,,,f,f,,,,,,,w,,w,,,,b,,bt,,,,,s,,,,,,,,,,,,,
,,,a,a,,,,,a,a,,,,,st,,,a,,,a,,,st,,,st,,,,,,,,,,,s,,f,f,f,f,i,,,i,,,w,,,,,b,,bt,,bt,bt,,,,,,,,,,,,,,,
,,,st,st,a,bt,bt,a,st,st,,,,,st,,,a,,,a,,,st,,,st,st,,,,,,,,,,st,,f,,f,b,f,,,,b,,,w,,,,b,,,,,,,,,,,,,,,,,,,,
,,,st,st,a,bt,bt,a,st,st,,,,,st,,,a,,,a,,,st,,,st,st,,s,,,,s,,,st,st,,,f,b,f,f,f,f,,,b,,,,,,s,,,s,b,b,b,s,,,,,,,,,,,,,
,,,,,,,,,,,,,,,st,,,a,,,a,,,st,,,s,s,s,s,,st,st,s,s,s,st,st,,,f,f,f,f,s,f,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,st,,,a,,,a,,,st,,,s,s,s,s,st,st,st,s,s,s,s,s,,,,,f,,f,f,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12x12,,bracelet,,,,,,,,,,,12x12,,beams,,,,,,,,,,,12x12,,hecticgon,,,,,,,,,,,12x12,,krisis,,,,,,,,,,,12x12,,batons,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,st,,,,,st,,,,,,,,,,,,,,b,s,s,,,,,,,,,,,,,,,i,i,,,,,i,,,,i,i,,w,w,w,w,w,bt,bt,w,w,w,w,w,,,,,,,,,,,
,,,,st,,,,,st,,,,,,,w,w,w,w,w,,,b,s,s,,,,f,,,,,,,,f,,,i,,i,i,,,,w,,,,i,,w,f,f,f,f,,,a,a,a,a,w,,,,,,,,,,,
,,,,st,,,,,st,,,,,w,w,w,b,s,,w,w,w,w,b,s,,,a,f,,,,,,,,f,,,,,,,w,,,i,,,i,,,w,f,f,,,,,,,a,a,w,,,,,,,,,,,
,a,a,f,f,,,,,w,w,a,a,,,,,s,s,,,,,w,w,w,,,a,f,s,,,,,s,,f,w,,,,,,,i,,,,,i,,,w,f,,,,s,s,,,,a,w,,,,,,,,,,,
,,,,f,,,,,w,,,,,,,,s,,,f,f,f,f,f,f,,,a,f,s,,bt,,,s,,f,w,,,w,i,,,i,,,,w,,,,w,f,,,,s,s,,,,a,w,,,,,,,,,,,
,l,l,,a,,,,,a,,l,l,,s,,,,f,f,f,,b,,,,,w,a,f,s,,bt,,,s,,f,w,,i,,,,,,,i,i,,,,,bt,,,s,s,s,s,s,s,,,bt,,,,,,,,,,,
,l,l,,a,,,,,a,,l,l,,b,f,f,f,f,,,,b,s,,,,w,a,f,s,,bt,,,s,st,f,,,,,,i,i,,,,,,,i,,bt,,,s,s,s,s,s,s,,,bt,,,,,,,,,,,
,,,,f,,,,,w,,,,,f,f,,,,,,b,s,s,,,,w,a,f,s,,bt,,,s,st,f,,,,,w,,,,i,,,i,w,,,w,a,,,,s,s,,,,f,w,,,,,,,,,,,
,a,a,f,f,,,,,w,w,a,a,,,,w,w,w,w,,s,s,,,,,w,a,,s,,,,,s,st,,,,,i,,,,,i,,,,,,,w,a,,,,s,s,,,,f,w,,,,,,,,,,,
,,,,st,,,,,st,,,,,w,w,w,,,w,w,w,s,,,,,w,,,,,,,,,st,,,,,i,,,i,,,w,,,,,,w,a,a,,,,,,,f,f,w,,,,,,,,,,,
,,,,st,,,,,st,,,,,,,s,s,b,,,w,w,w,w,w,,w,,,,,,,,,,,,,i,,,,w,,,,i,i,,i,,w,a,a,a,a,,,f,f,f,f,w,,,,,,,,,,,
,,,,st,,,,,st,,,,,,,s,s,s,b,,,,,,,,,,,,,,,,,,,,,i,i,,,,i,,,,,i,i,,w,w,w,w,w,bt,bt,w,w,w,w,w,,,,,,,,,,,
,12x12,,market,,,,,,,,,,,12x12,,pathfinder,,,,,,,,,,,12x12,,strips,,,,,,,,,,,12x12,,frostbite,,,,,,,,,,,12x12,,valleyofthecross,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bt,b,st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,l,bt,bt,st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,b,b,bt,st,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,st,l,bt,l,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,b,st,bt,st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,st,bt,bt,l,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,st,b,bt,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,b,bt,bt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12x12,,forgottenmoldybaconbaguette,,,,,,,,,,,12x12,,infernus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13x13,,airlock,,,,,,,,,,,,13x13,,brimstone,,,,,,,,,,,,13x13,,stonehenge,,,,,,,,,,,,13x13,,ringoffire,,,,,,,,,,,,13x13,,valley,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,f,f,f,w,w,w,w,w,w,w,f,f,f,,f,w,,,,,,,,,,w,f,,,bt,,w,,,,,,w,,bt,,,,,,,s,s,f,s,s,,,,,,,,,,
